date,weekday,month,day,year,season,away,home,oppoenent,time_est,networks,network_1,network_2,network_3,date_old,preseason
3/7/2012,Wed,3,7,2012,2012,ATL ,MIA,Atlanta @ Miami,7:30 PM,NBATV NBAC,NBATV,NBAC,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,LAC ,BRK,L.A. Clippers @ New Jersey,8:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,CHI ,MIL,Chicago @ Milwaukee,8:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,PHO ,OKC,Phoenix @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,POR ,MIN,Portland @ Minnesota,8:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,NYK ,SAS,New York @ San Antonio,8:30 PM,NBALP SCORE,NBALP,SCORE,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,CLE ,DEN,Cleveland @ Denver,9:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,NOP ,SAC,New Orleans @ Sacramento,10:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,MEM ,GSW,Memphis @ Golden State,10:30 PM,NBATV NBAC,NBATV,NBAC,,Wed Mar 7,0
3/8/2012,Thu,3,8,2012,2012,ORL ,CHI,Orlando @ Chicago,8:00 PM,TNT TSN2,TNT,TSN2,,Thu Mar 8,0
3/8/2012,Thu,3,8,2012,2012,DAL ,PHO,Dallas @ Phoenix,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Mar 8,0
3/9/2012,Fri,3,9,2012,2012,UTA ,PHI,Utah @ Philadelphia,7:00 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,BRK ,CHA,New Jersey @ Charlotte,7:00 PM,NBATV NBAC,NBATV,NBAC,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,POR ,BOS,Portland @ Boston,7:30 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,ATL ,DET,Atlanta @ Detroit,7:30 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,CLE ,OKC,Cleveland @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,LAL ,MIN,L.A. Lakers @ Minnesota,8:00 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,NYK ,MIL,New York @ Milwaukee,8:30 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,LAC ,SAS,L.A. Clippers @ San Antonio,8:30 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,NOP ,DEN,New Orleans @ Denver,9:00 PM,NBALP,NBALP,,,Fri Mar 9,0
3/9/2012,Fri,3,9,2012,2012,DAL ,SAC,Dallas @ Sacramento,10:00 PM,NBATV NBAC,NBATV,NBAC,,Fri Mar 9,0
3/10/2012,Sat,3,10,2012,2012,POR ,WAS,Portland @ Washington,7:00 PM,NBALP,NBALP,,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,IND ,MIA,Indiana @ Miami,7:30 PM,NBALP,NBALP,,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,TOR ,DET,Toronto @ Detroit,7:30 PM,NBALP TSN2,NBALP,TSN2,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,HOU ,BRK,Houston @ New Jersey,8:00 PM,NBALP,NBALP,,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,UTA ,CHI,Utah @ Chicago,8:00 PM,NBALP,NBALP,,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,CHA ,OKC,Charlotte @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,NOP ,MIN,New Orleans @ Minnesota,8:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,MEM ,PHO,Memphis @ Phoenix,9:00 PM,NBALP,NBALP,,,Sat Mar 10,0
3/10/2012,Sat,3,10,2012,2012,DAL ,GSW,Dallas @ Golden State,10:30 PM,NBATV SNET1,NBATV,SNET1,,Sat Mar 10,0
3/11/2012,Sun,3,11,2012,2012,PHI ,NYK,Philadelphia @ New York,12:00 PM,NBALP,NBALP,,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,BOS ,LAL,Boston @ L.A. Lakers,3:30 PM,ABC CHCH,ABC,CHCH,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,MIL ,TOR,Milwaukee @ Toronto,6:00 PM,NBALP SNET1,NBALP,SNET1,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,IND ,ORL,Indiana @ Orlando,6:00 PM,NBALP,NBALP,,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,HOU ,CLE,Houston @ Cleveland,6:00 PM,NBALP,NBALP,,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,MEM ,DEN,Memphis @ Denver,8:00 PM,NBALP,NBALP,,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,ATL ,SAC,Atlanta @ Sacramento,9:00 PM,NBATV NBAC,NBATV,NBAC,,Sun Mar 11,0
3/11/2012,Sun,3,11,2012,2012,GSW ,LAC,Golden State @ L.A. Clippers,9:30 PM,NBALP,NBALP,,,Sun Mar 11,0
3/12/2012,Mon,3,12,2012,2012,MIL ,BRK,Milwaukee @ New Jersey,7:30 PM,NBALP,NBALP,,,Mon Mar 12,0
3/12/2012,Mon,3,12,2012,2012,NYK ,CHI,New York @ Chicago,8:00 PM,ESPN SNET1,ESPN,SNET1,,Mon Mar 12,0
3/12/2012,Mon,3,12,2012,2012,CHA ,NOP,Charlotte @ New Orleans,8:00 PM,NBALP,NBALP,,,Mon Mar 12,0
3/12/2012,Mon,3,12,2012,2012,WAS ,SAS,Washington @ San Antonio,8:30 PM,NBALP,NBALP,,,Mon Mar 12,0
3/12/2012,Mon,3,12,2012,2012,DET ,UTA,Detroit @ Utah,9:00 PM,NBALP,NBALP,,,Mon Mar 12,0
3/12/2012,Mon,3,12,2012,2012,MIN ,PHO,Minnesota @ Phoenix,10:00 PM,NBALP,NBALP,,,Mon Mar 12,0
3/12/2012,Mon,3,12,2012,2012,BOS ,LAC,Boston @ L.A. Clippers,10:30 PM,ESPN SNET1,ESPN,SNET1,,Mon Mar 12,0
3/13/2012,Tue,3,13,2012,2012,MIA ,ORL,Miami @ Orlando,7:00 PM,NBALP,NBALP,,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,TOR ,CLE,Toronto @ Cleveland,7:00 PM,NBALP TSN,NBALP,TSN,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,POR ,IND,Portland @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,LAL ,MEM,L.A. Lakers @ Memphis,8:00 PM,NBALP,NBALP,,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,HOU ,OKC,Houston @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,WAS ,DAL,Washington @ Dallas,8:30 PM,NBALP,NBALP,,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,ATL ,DEN,Atlanta @ Denver,9:00 PM,NBALP,NBALP,,,Tue Mar 13,0
3/13/2012,Tue,3,13,2012,2012,GSW ,SAC,Golden State @ Sacramento,10:00 PM,NBALP,NBALP,,,Tue Mar 13,0
3/14/2012,Wed,3,14,2012,2012,PHI ,IND,Philadelphia @ Indiana,7:00 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,TOR ,BRK,Toronto @ New Jersey,7:30 PM,NBALP SNET1,NBALP,SNET1,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,POR ,NYK,Portland @ New York,7:30 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,MIA ,CHI,Miami @ Chicago,8:00 PM,ESPN NBAC,ESPN,NBAC,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,CLE ,MIL,Cleveland @ Milwaukee,8:00 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,LAL ,NOP,L.A. Lakers @ New Orleans,8:00 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,CHA ,HOU,Charlotte @ Houston,8:00 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,ORL ,SAS,Orlando @ San Antonio,8:30 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,DET ,SAC,Detroit @ Sacramento,10:00 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,UTA ,PHO,Utah @ Phoenix,10:30 PM,ESPN NBAC,ESPN,NBAC,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,ATL ,LAC,Atlanta @ L.A. Clippers,10:30 PM,NBALP,NBALP,,,Wed Mar 14,0
3/14/2012,Wed,3,14,2012,2012,BOS ,GSW,Boston @ Golden State,10:30 PM,NBALP,NBALP,,,Wed Mar 14,0
3/15/2012,Thu,3,15,2012,2012,WAS ,NOP,Washington @ New Orleans,8:00 PM,NBALP,NBALP,,,Thu Mar 15,0
3/15/2012,Thu,3,15,2012,2012,CHA ,DAL,Charlotte @ Dallas,8:30 PM,NBALP,NBALP,,,Thu Mar 15,0
3/15/2012,Thu,3,15,2012,2012,OKC ,DEN,Oklahoma City @ Denver,9:00 PM,NBALP,NBALP,,,Thu Mar 15,0
3/15/2012,Thu,3,15,2012,2012,MIN ,UTA,Minnesota @ Utah,9:00 PM,NBALP,NBALP,,,Thu Mar 15,0
3/15/2012,Thu,3,15,2012,2012,PHO ,LAC,Phoenix @ L.A. Clippers,10:30 PM,NBALP SCORE,NBALP,SCORE,,Thu Mar 15,0
3/16/2012,Fri,3,16,2012,2012,MIA ,PHI,Miami @ Philadelphia,7:00 PM,ESPN,ESPN,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,BRK ,ORL,New Jersey @ Orlando,7:00 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,IND ,NYK,Indiana @ New York,7:30 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,WAS ,ATL,Washington @ Atlanta,7:30 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,POR ,CHI,Portland @ Chicago,8:00 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,TOR ,MEM,Toronto @ Memphis,8:00 PM,NBALP SNET1,NBALP,SNET1,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,SAS ,OKC,San Antonio @ Oklahoma City,9:30 PM,ESPN NBAC,ESPN,NBAC,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,DET ,PHO,Detroit @ Phoenix,10:00 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,BOS ,SAC,Boston @ Sacramento,10:00 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,MIN ,LAL,Minnesota @ L.A. Lakers,10:30 PM,NBALP,NBALP,,,Fri Mar 16,0
3/16/2012,Fri,3,16,2012,2012,MIL ,GSW,Milwaukee @ Golden State,10:30 PM,NBALP,NBALP,,,Fri Mar 16,0
3/17/2012,Sat,3,17,2012,2012,HOU ,LAC,Houston @ L.A. Clippers,3:30 PM,NBALP,NBALP,,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,TOR ,CHA,Toronto @ Charlotte,7:00 PM,NBALP SNET1,NBALP,SNET1,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,NYK ,IND,New York @ Indiana,7:00 PM,NBALP,NBALP,,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,NOP ,BRK,New Orleans @ New Jersey,8:00 PM,NBALP,NBALP,,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,PHI ,CHI,Philadelphia @ Chicago,8:00 PM,NBALP,NBALP,,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,SAS ,DAL,San Antonio @ Dallas,9:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,BOS ,DEN,Boston @ Denver,9:00 PM,NBALP SNET1,NBALP,SNET1,,Sat Mar 17,0
3/17/2012,Sat,3,17,2012,2012,GSW ,UTA,Golden State @ Utah,9:00 PM,NBALP,NBALP,,,Sat Mar 17,0
3/18/2012,Sun,3,18,2012,2012,ATL ,CLE,Atlanta @ Cleveland,3:00 PM,NBALP,NBALP,,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,DET ,LAC,Detroit @ L.A. Clippers,3:30 PM,NBALP,NBALP,,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,WAS ,MEM,Washington @ Memphis,6:00 PM,NBALP,NBALP,,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,MIN ,SAC,Minnesota @ Sacramento,6:00 PM,NBALP,NBALP,,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,ORL ,MIA,Orlando @ Miami,7:00 PM,ESPN SNET1,ESPN,SNET1,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,HOU ,PHO,Houston @ Phoenix,9:00 PM,NBALP,NBALP,,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,POR ,OKC,Portland @ Oklahoma City,9:30 PM,ESPN SNET1,ESPN,SNET1,,Sun Mar 18,0
3/18/2012,Sun,3,18,2012,2012,UTA ,LAL,Utah @ L.A. Lakers,9:30 PM,NBALP SCORE,NBALP,SCORE,,Sun Mar 18,0
3/19/2012,Mon,3,19,2012,2012,PHI ,CHA,Philadelphia @ Charlotte,7:00 PM,NBALP,NBALP,,,Mon Mar 19,0
3/19/2012,Mon,3,19,2012,2012,CLE ,BRK,Cleveland @ New Jersey,7:30 PM,NBALP,NBALP,,,Mon Mar 19,0
3/19/2012,Mon,3,19,2012,2012,BOS ,ATL,Boston @ Atlanta,7:30 PM,NBALP SNET1,NBALP,SNET1,,Mon Mar 19,0
3/19/2012,Mon,3,19,2012,2012,CHI ,ORL,Chicago @ Orlando,8:00 PM,TNT NBAC,TNT,NBAC,,Mon Mar 19,0
3/19/2012,Mon,3,19,2012,2012,DAL ,DEN,Dallas @ Denver,10:30 PM,TNT TSN2,TNT,TSN2,,Mon Mar 19,0
3/19/2012,Mon,3,19,2012,2012,MIN ,GSW,Minnesota @ Golden State,10:30 PM,NBALP,NBALP,,,Mon Mar 19,0
3/20/2012,Tue,3,20,2012,2012,LAC ,IND,L.A. Clippers @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Mar 20,0
3/20/2012,Tue,3,20,2012,2012,TOR ,NYK,Toronto @ New York,7:30 PM,NBALP TSN,NBALP,TSN,,Tue Mar 20,0
3/20/2012,Tue,3,20,2012,2012,PHO ,MIA,Phoenix @ Miami,7:30 PM,NBALP,NBALP,,,Tue Mar 20,0
3/20/2012,Tue,3,20,2012,2012,LAL ,HOU,L.A. Lakers @ Houston,8:00 PM,NBALP,NBALP,,,Tue Mar 20,0
3/20/2012,Tue,3,20,2012,2012,OKC ,UTA,Oklahoma City @ Utah,9:00 PM,NBALP,NBALP,,,Tue Mar 20,0
3/20/2012,Tue,3,20,2012,2012,MEM ,SAC,Memphis @ Sacramento,10:00 PM,NBALP,NBALP,,,Tue Mar 20,0
3/20/2012,Tue,3,20,2012,2012,MIL ,POR,Milwaukee @ Portland,10:00 PM,NBALP,NBALP,,,Tue Mar 20,0
3/21/2012,Wed,3,21,2012,2012,CHI ,TOR,Chicago @ Toronto,7:00 PM,NBALP SNET,NBALP,SNET,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,NYK ,PHI,New York @ Philadelphia,7:00 PM,ESPN NBAC,ESPN,NBAC,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,PHO ,ORL,Phoenix @ Orlando,7:00 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,WAS ,BRK,Washington @ New Jersey,7:30 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,CLE ,ATL,Cleveland @ Atlanta,7:30 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,GSW ,NOP,Golden State @ New Orleans,8:00 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,LAC ,OKC,L.A. Clippers @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,MIN ,SAS,Minnesota @ San Antonio,8:30 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,DET ,DEN,Detroit @ Denver,9:00 PM,NBALP,NBALP,,,Wed Mar 21,0
3/21/2012,Wed,3,21,2012,2012,LAL ,DAL,L.A. Lakers @ Dallas,9:30 PM,ESPN SNET1,ESPN,SNET1,,Wed Mar 21,0
3/22/2012,Thu,3,22,2012,2012,IND ,WAS,Indiana @ Washington,7:00 PM,NBALP,NBALP,,,Thu Mar 22,0
3/22/2012,Thu,3,22,2012,2012,BOS ,MIL,Boston @ Milwaukee,8:00 PM,NBATV SCORE,NBATV,SCORE,,Thu Mar 22,0
3/22/2012,Thu,3,22,2012,2012,LAC ,NOP,L.A. Clippers @ New Orleans,8:00 PM,NBALP,NBALP,,,Thu Mar 22,0
3/22/2012,Thu,3,22,2012,2012,GSW ,HOU,Golden State @ Houston,8:00 PM,NBALP,NBALP,,,Thu Mar 22,0
3/22/2012,Thu,3,22,2012,2012,UTA ,SAC,Utah @ Sacramento,10:00 PM,NBALP,NBALP,,,Thu Mar 22,0
3/22/2012,Thu,3,22,2012,2012,MEM ,POR,Memphis @ Portland,10:00 PM,NBALP,NBALP,,,Thu Mar 22,0
3/23/2012,Fri,3,23,2012,2012,NYK ,TOR,New York @ Toronto,7:00 PM,NBALP SNET1,NBALP,SNET1,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,MIL ,CHA,Milwaukee @ Charlotte,7:00 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,CLE ,ORL,Cleveland @ Orlando,7:00 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,PHO ,IND,Phoenix @ Indiana,7:00 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,BRK ,ATL,New Jersey @ Atlanta,7:30 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,MIA ,DET,Miami @ Detroit,7:30 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,BOS ,PHI,Boston @ Philadelphia,8:00 PM,ESPN NBAC,ESPN,NBAC,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,MIN ,OKC,Minnesota @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,DAL ,SAS,Dallas @ San Antonio,8:30 PM,NBALP,NBALP,,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,DEN ,UTA,Denver @ Utah,10:30 PM,ESPN NBAC,ESPN,NBAC,,Fri Mar 23,0
3/23/2012,Fri,3,23,2012,2012,POR ,LAL,Portland @ L.A. Lakers,10:30 PM,NBALP,NBALP,,,Fri Mar 23,0
3/24/2012,Sat,3,24,2012,2012,MEM ,LAC,Memphis @ L.A. Clippers,3:00 PM,NBALP,NBALP,,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,ATL ,WAS,Atlanta @ Washington,7:00 PM,NBALP,NBALP,,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,CHA ,BRK,Charlotte @ New Jersey,7:30 PM,NBALP,NBALP,,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,DET ,NYK,Detroit @ New York,7:30 PM,NBALP,NBALP,,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,TOR ,CHI,Toronto @ Chicago,8:00 PM,NBALP SNET1,NBALP,SNET1,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,SAS ,NOP,San Antonio @ New Orleans,8:00 PM,NBALP,NBALP,,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,DAL ,HOU,Dallas @ Houston,8:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,IND ,MIL,Indiana @ Milwaukee,8:30 PM,NBALP,NBALP,,,Sat Mar 24,0
3/24/2012,Sat,3,24,2012,2012,SAC ,GSW,Sacramento @ Golden State,10:30 PM,NBATV NBAC,NBATV,NBAC,,Sat Mar 24,0
3/25/2012,Sun,3,25,2012,2012,PHO ,CLE,Phoenix @ Cleveland,3:00 PM,NBATV NBAC,NBATV,NBAC,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,DEN ,MIN,Denver @ Minnesota,3:30 PM,NBALP,NBALP,,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,WAS ,BOS,Washington @ Boston,6:00 PM,NBALP,NBALP,,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,UTA ,ATL,Utah @ Atlanta,6:00 PM,NBALP,NBALP,,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,PHI ,SAS,Philadelphia @ San Antonio,7:00 PM,NBALP,NBALP,,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,MIA ,OKC,Miami @ Oklahoma City,8:00 PM,ESPN SNET1,ESPN,SNET1,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,GSW ,POR,Golden State @ Portland,9:00 PM,NBALP,NBALP,,,Sun Mar 25,0
3/25/2012,Sun,3,25,2012,2012,MEM ,LAL,Memphis @ L.A. Lakers,10:30 PM,ESPN SNET1,ESPN,SNET1,,Sun Mar 25,0
3/26/2012,Mon,3,26,2012,2012,ORL ,TOR,Orlando @ Toronto,7:00 PM,NBALP TSN,NBALP,TSN,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,DET ,WAS,Detroit @ Washington,7:00 PM,NBALP,NBALP,,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,BOS ,CHA,Boston @ Charlotte,7:00 PM,NBALP,NBALP,,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,MIA ,IND,Miami @ Indiana,7:00 PM,NBALP,NBALP,,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,UTA ,BRK,Utah @ New Jersey,7:30 PM,NBALP,NBALP,,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,MIL ,NYK,Milwaukee @ New York,7:30 PM,NBALP,NBALP,,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,DEN ,CHI,Denver @ Chicago,8:00 PM,NBATV NBAC,NBATV,NBAC,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,SAC ,HOU,Sacramento @ Houston,8:00 PM,NBALP,NBALP,,,Mon Mar 26,0
3/26/2012,Mon,3,26,2012,2012,NOP ,LAC,New Orleans @ L.A. Clippers,10:30 PM,NBATV NBAC,NBATV,NBAC,,Mon Mar 26,0
3/27/2012,Tue,3,27,2012,2012,CLE ,PHI,Cleveland @ Philadelphia,7:00 PM,NBALP,NBALP,,,Tue Mar 27,0
3/27/2012,Tue,3,27,2012,2012,ATL ,MIL,Atlanta @ Milwaukee,8:00 PM,NBALP,NBALP,,,Tue Mar 27,0
3/27/2012,Tue,3,27,2012,2012,MIN ,MEM,Minnesota @ Memphis,8:00 PM,NBALP,NBALP,,,Tue Mar 27,0
3/27/2012,Tue,3,27,2012,2012,HOU ,DAL,Houston @ Dallas,8:30 PM,NBALP,NBALP,,,Tue Mar 27,0
3/27/2012,Tue,3,27,2012,2012,SAS ,PHO,San Antonio @ Phoenix,10:00 PM,NBALP,NBALP,,,Tue Mar 27,0
3/27/2012,Tue,3,27,2012,2012,OKC ,POR,Oklahoma City @ Portland,10:00 PM,NBALP,NBALP,,,Tue Mar 27,0
3/27/2012,Tue,3,27,2012,2012,LAL ,GSW,L.A. Lakers @ Golden State,10:30 PM,NBALP SCORE,NBALP,SCORE,,Tue Mar 27,0
3/28/2012,Wed,3,28,2012,2012,DEN ,TOR,Denver @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,ORL ,NYK,Orlando @ New York,7:00 PM,ESPN NBAC,ESPN,NBAC,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,MIN ,CHA,Minnesota @ Charlotte,7:00 PM,NBALP,NBALP,,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,DET ,CLE,Detroit @ Cleveland,7:00 PM,NBALP,NBALP,,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,UTA ,BOS,Utah @ Boston,7:30 PM,NBALP,NBALP,,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,IND ,BRK,Indiana @ New Jersey,7:30 PM,NBALP,NBALP,,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,CHI ,ATL,Chicago @ Atlanta,7:30 PM,NBALP,NBALP,,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,SAS ,SAC,San Antonio @ Sacramento,10:00 PM,NBALP,NBALP,,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,PHO ,LAC,Phoenix @ L.A. Clippers,10:30 PM,NBATV SNET1,NBATV,SNET1,,Wed Mar 28,0
3/28/2012,Wed,3,28,2012,2012,NOP ,GSW,New Orleans @ Golden State,10:30 PM,NBALP,NBALP,,,Wed Mar 28,0
3/29/2012,Thu,3,29,2012,2012,WAS ,IND,Washington @ Indiana,7:00 PM,NBALP,NBALP,,,Thu Mar 29,0
3/29/2012,Thu,3,29,2012,2012,DAL ,MIA,Dallas @ Miami,8:00 PM,TNT TSN2,TNT,TSN2,,Thu Mar 29,0
3/29/2012,Thu,3,29,2012,2012,NOP ,POR,New Orleans @ Portland,10:00 PM,NBALP,NBALP,,,Thu Mar 29,0
3/29/2012,Thu,3,29,2012,2012,OKC ,LAL,Oklahoma City @ L.A. Lakers,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Mar 29,0
3/30/2012,Fri,3,30,2012,2012,MIA ,TOR,Miami @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Fri Mar 30,0
3/30/2012,Fri,3,30,2012,2012,PHI ,WAS,Philadelphia @ Washington,7:00 PM,NBALP,NBALP,,,Fri Mar 30,0
3/30/2012,Fri,3,30,2012,2012,DEN ,CHA,Denver @ Charlotte,7:00 PM,NBALP,NBALP,,,Fri Mar 30,0
3/30/2012,Fri,3,30,2012,2012,NYK ,ATL,New York @ Atlanta,7:30 PM,NBALP,NBALP,,,Fri Mar 30,0
